토지고유코드,소재지,데이터기준일
4146125321107200000,경기도 용인시 처인구 모현면 왕산리 720,2026-03-11
4146125021102050002,경기도 용인시 처인구 포곡읍 삼계리 205-2,2026-03-11
4146125322103070014,경기도 용인시 처인구 모현면 갈담리 307-14,2026-03-11
4146125323108280036,경기도 용인시 처인구 모현면 초부리 828-36,2026-03-11
4146110800105970003,경기도 용인시 처인구 운학동 597-3,2026-03-11
4146125322105800013,경기도 용인시 처인구 모현면 갈담리 580-13,2026-03-11
4146125322105820007,경기도 용인시 처인구 모현면 갈담리 582-7,2026-03-11
4146125322105840001,경기도 용인시 처인구 모현면 갈담리 584-1,2026-03-11
4146125324103210017,경기도 용인시 처인구 모현면 일산리 321-17,2026-03-11
4146125324100450006,경기도 용인시 처인구 모현면 일산리 45-6,2026-03-11
4146125324100170003,경기도 용인시 처인구 모현면 일산리 17-3,2026-03-11
4146125324103640001,경기도 용인시 처인구 모현면 일산리 364-1,2026-03-11
4146125324100990023,경기도 용인시 처인구 모현면 일산리 99-23,2026-03-11
4146125324100990022,경기도 용인시 처인구 모현면 일산리 99-22,2026-03-11
4146125324103150000,경기도 용인시 처인구 모현면 일산리 315,2026-03-11
4146125324103140001,경기도 용인시 처인구 모현면 일산리 314-1,2026-03-11
4146125322105320000,경기도 용인시 처인구 모현면 갈담리 532,2026-03-11
4146125324103700009,경기도 용인시 처인구 모현면 일산리 370-9,2026-03-11
4146125321108760002,경기도 용인시 처인구 모현면 왕산리 876-2,2026-03-11
4146125324103680004,경기도 용인시 처인구 모현면 일산리 368-4,2026-03-11
4146125324103680007,경기도 용인시 처인구 모현면 일산리 368-7,2026-03-11
4146125321108770000,경기도 용인시 처인구 모현면 왕산리 877,2026-03-11
4146125321108760006,경기도 용인시 처인구 모현면 왕산리 876-6,2026-03-11
4146125324103680006,경기도 용인시 처인구 모현면 일산리 368-6,2026-03-11
4146125324103680005,경기도 용인시 처인구 모현면 일산리 368-5,2026-03-11
4146125324105860002,경기도 용인시 처인구 모현면 일산리 586-2,2026-03-11
4146110800104890002,경기도 용인시 처인구 운학동 489-2,2026-03-11
4146110800105720000,경기도 용인시 처인구 운학동 572,2026-03-11
4146125324100420001,경기도 용인시 처인구 모현면 일산리 42-1,2026-03-11
4146125322103050000,경기도 용인시 처인구 모현면 갈담리 305,2026-03-11
4146110900100710001,경기도 용인시 처인구 호동 71-1,2026-03-11
4146110800103380013,경기도 용인시 처인구 운학동 338-13,2026-03-11
4146110800103380002,경기도 용인시 처인구 운학동 338-2,2026-03-11
4146110900102560000,경기도 용인시 처인구 호동 256,2026-03-11
4146125323104540004,경기도 용인시 처인구 모현면 초부리 454-4,2026-03-11
4146125023103510006,경기도 용인시 처인구 포곡읍 둔전리 351-6,2026-03-11
4146125024100050027,경기도 용인시 처인구 포곡읍 영문리 5-27,2026-03-11
4146125024100050022,경기도 용인시 처인구 포곡읍 영문리 5-22,2026-03-11
4146110800104110011,경기도 용인시 처인구 운학동 411-11,2026-03-11
4146125323104750000,경기도 용인시 처인구 모현면 초부리 475,2026-03-11
4146125322105820009,경기도 용인시 처인구 모현면 갈담리 582-9,2026-03-11
4161025021102230000,경기도 광주시 오포읍 고산리 223,2026-03-11
4146110900102060000,경기도 용인시 처인구 호동 206,2026-03-11
4146110900102070001,경기도 용인시 처인구 호동 207-1,2026-03-11
4146110800104650014,경기도 용인시 처인구 운학동 465-14,2026-03-11
4146110400201350000,경기도 용인시 처인구 남동 산135,2026-03-11
4146110900101850010,경기도 용인시 처인구 호동 185-10,2026-03-11
4146110800104650015,경기도 용인시 처인구 운학동 465-15,2026-03-11
4146110800106670000,경기도 용인시 처인구 운학동 667,2026-03-11
4146125324101810002,경기도 용인시 처인구 모현면 일산리 181-2,2026-03-11
4146125324101810004,경기도 용인시 처인구 모현면 일산리 181-4,2026-03-11
4146110900100900000,경기도 용인시 처인구 호동 90,2026-03-11
4146110800104300009,경기도 용인시 처인구 운학동 430-9,2026-03-11
4146125322105630009,경기도 용인시 처인구 모현면 갈담리 563-9,2026-03-11
4146125322105740000,경기도 용인시 처인구 모현면 갈담리 574,2026-03-11
4146125322105750000,경기도 용인시 처인구 모현면 갈담리 575,2026-03-11
4146110800104130003,경기도 용인시 처인구 운학동 413-3,2026-03-11
4146125023100320002,경기도 용인시 처인구 포곡읍 둔전리 32-2,2026-03-11
4146125023100240001,경기도 용인시 처인구 포곡읍 둔전리 24-1,2026-03-11
4146125324103220003,경기도 용인시 처인구 모현면 일산리 322-3,2026-03-11
4146125023100320003,경기도 용인시 처인구 포곡읍 둔전리 32-3,2026-03-11
4146110900101680000,경기도 용인시 처인구 호동 168,2026-03-11
4146125324103670000,경기도 용인시 처인구 모현면 일산리 367,2026-03-11
4146110800104110006,경기도 용인시 처인구 운학동 411-6,2026-03-11
4146110900102060003,경기도 용인시 처인구 호동 206-3,2026-03-11
4146125324103210021,경기도 용인시 처인구 모현면 일산리 321-21,2026-03-11
4146110500101970001,경기도 용인시 처인구 유방동 197-1,2026-03-11
4146110900201000000,경기도 용인시 처인구 호동 100,2026-03-11
4146110800104650031,경기도 용인시 처인구 운학동 465-31,2026-03-11
4146110900101140000,경기도 용인시 처인구 호동 114,2026-03-11
4146110900103630003,경기도 용인시 처인구 호동 363-3,2026-03-11
4146110900200990000,경기도 용인시 처인구 호동 산99,2026-03-11
4146110800104870001,경기도 용인시 처인구 운학동 487-1,2026-03-11
4146125321107160001,경기도 용인시 처인구 모현면 왕산리 716-1,2026-03-11
4146125324103750001,경기도 용인시 처인구 모현면 일산리 375-1,2026-03-11
4146110800104960003,경기도 용인시 처인구 운학동 496-3,2026-03-11
4146110900103630002,경기도 용인시 처인구 호동 363-2,2026-03-11
4146125322105260003,경기도 용인시 처인구 모현면 갈담리 526-3,2026-03-11
4146125322105290000,경기도 용인시 처인구 모현면 갈담리 529,2026-03-11
4146125322105300003,경기도 용인시 처인구 모현면 갈담리 530-3,2026-03-11
4146125322105840019,경기도 용인시 처인구 모현면 갈담리 584-19,2026-03-11
4146125322105850002,경기도 용인시 처인구 모현면 갈담리 585-2,2026-03-11
4146110900101700002,경기도 용인시 처인구 호동 170-2,2026-03-11
4146110900101700001,경기도 용인시 처인구 호동 170-1,2026-03-11
4146125322105300007,경기도 용인시 처인구 모현면 갈담리 530-7,2026-03-11
4146125322105300014,경기도 용인시 처인구 모현면 갈담리 530-14,2026-03-11
4146125322105310006,경기도 용인시 처인구 모현면 갈담리 531-6,2026-03-11
4146110900101960004,경기도 용인시 처인구 호동 196-4,2026-03-11
4146125322105300020,경기도 용인시 처인구 모현면 갈담리 530-20,2026-03-11
4146125322105300008,경기도 용인시 처인구 모현면 갈담리 530-8,2026-03-11
4146125323104740003,경기도 용인시 처인구 모현면 초부리 474-3,2026-03-11
4146110800105790000,경기도 용인시 처인구 운학동 579,2026-03-11
4146110800105970001,경기도 용인시 처인구 운학동 597-1,2026-03-11
4146125322103370000,경기도 용인시 처인구 모현면 갈담리 337,2026-03-11
4146125322103360008,경기도 용인시 처인구 모현면 갈담리 336-8,2026-03-11
4146125322103360010,경기도 용인시 처인구 모현면 갈담리 336-10,2026-03-11
4146110900100100008,경기도 용인시 처인구 호동 10-8,2026-03-11
4146125322103360007,경기도 용인시 처인구 모현면 갈담리 336-7,2026-03-11
4146125324100080000,경기도 용인시 처인구 모현면 일산리 8,2026-03-11
4146111000102600000,경기도 용인시 처인구 해곡동 260,2026-03-11
4146110800105950004,경기도 용인시 처인구 운학동 595-4,2026-03-11
4146111000102560001,경기도 용인시 처인구 해곡동 256-1,2026-03-11
4146125028100320002,경기도 용인시 처인구 포곡읍 유운리 32-2,2026-03-11
4146125028100320001,경기도 용인시 처인구 포곡읍 유운리 32-1,2026-03-11
4146110800104140001,경기도 용인시 처인구 운학동 414-1,2026-03-11
4146110800104370000,경기도 용인시 처인구 운학동 437,2026-03-11
4146125321108590000,경기도 용인시 처인구 모현면 왕산리 859,2026-03-11
4146125321108750000,경기도 용인시 처인구 모현면 왕산리 875,2026-03-11
4146110400102840007,경기도 용인시 처인구 남동 284-7,2026-03-11
4146125324103160001,경기도 용인시 처인구 모현면 일산리 316-1,2026-03-11
4146125322105820008,경기도 용인시 처인구 모현면 갈담리 582-8,2026-03-11
4146125324100990019,경기도 용인시 처인구 모현면 일산리 99-19,2026-03-11
4146110800103880002,경기도 용인시 처인구 운학동 388-2,2026-03-11
4161025021102260000,경기도 광주시 오포읍 고산리 226,2026-03-11
4146110800103880003,경기도 용인시 처인구 운학동 388-3,2026-03-11
4146110800103810003,경기도 용인시 처인구 운학동 381-3,2026-03-11
4146110800103810004,경기도 용인시 처인구 운학동 381-4,2026-03-11
4146110800103740002,경기도 용인시 처인구 운학동 374-2,2026-03-11
4146110800103730003,경기도 용인시 처인구 운학동 373-3,2026-03-11
4146125324101820000,경기도 용인시 처인구 모현면 일산리 182,2026-03-11
4146125324101810001,경기도 용인시 처인구 모현면 일산리 181-1,2026-03-11
4146110800106550001,경기도 용인시 처인구 운학동 655-1,2026-03-11
4146110800104060000,경기도 용인시 처인구 운학동 406,2026-03-11
4146125324101970000,경기도 용인시 처인구 모현면 일산리 197,2026-03-11
4146110900101350000,경기도 용인시 처인구 호동 135,2026-03-11
4146110800104780001,경기도 용인시 처인구 운학동 478-1,2026-03-11
4146125024100050014,경기도 용인시 처인구 포곡읍 영문리 5-14,2026-03-11
4146125024100050015,경기도 용인시 처인구 포곡읍 영문리 5-15,2026-03-11
4146125024100050037,경기도 용인시 처인구 포곡읍 영문리 5-37,2026-03-11
4146125322105820020,경기도 용인시 처인구 모현면 갈담리 582-20,2026-03-11
4146125322105300001,경기도 용인시 처인구 모현면 갈담리 530-1,2026-03-11
4146125322105820021,경기도 용인시 처인구 모현면 갈담리 582-21,2026-03-11
4146125322105820023,경기도 용인시 처인구 모현면 갈담리 582-23,2026-03-11
4146125322102840000,경기도 용인시 처인구 모현면 갈담리 284,2026-03-11
4146125322103280000,경기도 용인시 처인구 모현면 갈담리 328,2026-03-11
4146125322103280002,경기도 용인시 처인구 모현면 갈담리 328-2,2026-03-11
4146125322103290000,경기도 용인시 처인구 모현면 갈담리 329,2026-03-11
4146125322103290001,경기도 용인시 처인구 모현면 갈담리 329-1,2026-03-11
4146125322105640001,경기도 용인시 처인구 모현면 갈담리 564-1,2026-03-11
4146125322105760001,경기도 용인시 처인구 모현면 갈담리 576-1,2026-03-11
4146125322105770002,경기도 용인시 처인구 모현면 갈담리 577-2,2026-03-11
4146125322105780000,경기도 용인시 처인구 모현면 갈담리 578,2026-03-11
4146125322105790000,경기도 용인시 처인구 모현면 갈담리 579,2026-03-11
4146125322105820010,경기도 용인시 처인구 모현면 갈담리 582-10,2026-03-11
4146125323104740000,경기도 용인시 처인구 모현면 초부리 474,2026-03-11
4161035026105430000,경기도 광주시 남종면 검천리 543,2026-03-11
4161035026103160002,경기도 광주시 남종면 검천리 316-2,2026-03-11
4161035026103160004,경기도 광주시 남종면 검천리 316-4,2026-03-11
4161035026103170002,경기도 광주시 남종면 검천리 317-2,2026-03-11
4161011200102160064,경기도 광주시 역동 216-64,2026-03-11
4161025021102090000,경기도 광주시 오포읍 고산리 209,2026-03-11
4161025025101270002,경기도 광주시 오포읍 추자리 127-2,2026-03-11
4161025026106930000,경기도 광주시 오포읍 매산리 693,2026-03-11
4161025027100200005,경기도 광주시 오포읍 양벌리 20-5,2026-03-11
4161025330106300025,경기도 광주시 초월읍 무갑리 630-25,2026-03-11
4161035026107660001,경기도 광주시 남종면 검천리 766-1,2026-03-11
4161034026100060000,경기도 광주시 퇴촌면 오리 6,2026-03-11
4161035022102550000,경기도 광주시 남종면 금사리 255,2026-03-11
4161035021102440004,경기도 광주시 남종면 분원리 244-4,2026-03-11
4161035022101350000,경기도 광주시 남종면 금사리 135,2026-03-11
4161035027101360002,경기도 광주시 남종면 수청리 136-2,2026-03-11
4161035021100790000,경기도 광주시 남종면 분원리 79,2026-03-11
4161035027102940001,경기도 광주시 남종면 수청리 294-1,2026-03-11
4161035027102940002,경기도 광주시 남종면 수청리 294-2,2026-03-11
4161025025101760003,경기도 광주시 오포읍 추자리 176-3,2026-03-11
4161025025101740003,경기도 광주시 오포읍 추자리 174-3,2026-03-11
4161025025101730002,경기도 광주시 오포읍 추자리 173-2,2026-03-11
4161025025101730003,경기도 광주시 오포읍 추자리 173-3,2026-03-11
4161025025101720002,경기도 광주시 오포읍 추자리 172-2,2026-03-11
4161035026108230001,경기도 광주시 남종면 검천리 823-1,2026-03-11
4161035026108230003,경기도 광주시 남종면 검천리 823-3,2026-03-11
4161035022102010002,경기도 광주시 남종면 금사리 201-2,2026-03-11
4161025025101650001,경기도 광주시 오포읍 추자리 165-1,2026-03-11
4161025025101650002,경기도 광주시 오포읍 추자리 165-2,2026-03-11
4161025025101630000,경기도 광주시 오포읍 추자리 163,2026-03-11
4161025025101550007,경기도 광주시 오포읍 추자리 155-7,2026-03-11
4161025025101640000,경기도 광주시 오포읍 추자리 164,2026-03-11
4161035026107290000,경기도 광주시 남종면 검천리 729,2026-03-11
4161025025101460004,경기도 광주시 오포읍 추자리 146-4,2026-03-11
4161035026103090000,경기도 광주시 남종면 검천리 309,2026-03-11
4161035026103090001,경기도 광주시 남종면 검천리 309-1,2026-03-11
4161035026103090002,경기도 광주시 남종면 검천리 309-2,2026-03-11
4161035027103770001,경기도 광주시 남종면 수청리 377-1,2026-03-11
4161035024200160001,경기도 광주시 남종면 삼성리 산16-1,2026-03-11
4161035026107450001,경기도 광주시 남종면 검천리 745-1,2026-03-11
4161025329100190000,경기도 광주시 초월읍 지월리 19,2026-03-11
4161035026107460000,경기도 광주시 남종면 검천리 746,2026-03-11
4161035021101790000,경기도 광주시 남종면 분원리 179,2026-03-11
4161035022101600000,경기도 광주시 남종면 금사리 160,2026-03-11
4161025027100190007,경기도 광주시 오포읍 양벌리 19-7,2026-03-11
4161025027100190012,경기도 광주시 오포읍 양벌리 19-12,2026-03-11
4161035027102980003,경기도 광주시 남종면 수청리 298-3,2026-03-11
4161035021102550049,경기도 광주시 남종면 분원리 255-49,2026-03-11
4161025027104260003,경기도 광주시 오포읍 양벌리 426-3,2026-03-11
4161025026106280025,경기도 광주시 오포읍 매산리 628-25,2026-03-11
4161035022101590000,경기도 광주시 남종면 금사리 159,2026-03-11
4161035027102950001,경기도 광주시 남종면 수청리 295-1,2026-03-11
4161025026107600000,경기도 광주시 오포읍 매산리 760,2026-03-11
4161035026103080008,경기도 광주시 남종면 검천리 308-8,2026-03-11
4161035025200750057,경기도 광주시 남종면 귀여리 산75-57,2026-03-11
4161034026103390000,경기도 광주시 퇴촌면 오리 339,2026-03-11
4161035027200020004,경기도 광주시 남종면 수청리 산2-4,2026-03-11
4161035026108200001,경기도 광주시 남종면 검천리 820-1,2026-03-11
4161035026108200003,경기도 광주시 남종면 검천리 820-3,2026-03-11
4161035024200180000,경기도 광주시 남종면 삼성리 18,2026-03-11
4161035021101820000,경기도 광주시 남종면 분원리 182,2026-03-11
4161035021101830000,경기도 광주시 남종면 분원리 183,2026-03-11
4161035025101330000,경기도 광주시 남종면 귀여리 133,2026-03-11
4161035021101940000,경기도 광주시 남종면 분원리 194,2026-03-11
4161035021101600000,경기도 광주시 남종면 분원리 160,2026-03-11
4161035021101800000,경기도 광주시 남종면 분원리 180,2026-03-11
4167037023102160002,경기도 여주시 강천면 이호리 216-2,2026-03-11
4167033026100680002,경기도 여주시 금사면 전북리 68-2,2026-03-11
4167033026100670001,경기도 여주시 금사면 전북리 67-1,2026-03-11
4167033030100050002,경기도 여주시 금사면 금사리 5-2,2026-03-11
4167034024102760001,경기도 여주시 능서면 백석리 276-1,2026-03-11
4167011800104400000,경기도 여주시 연양동 440,2026-03-11
4167032029101500000,경기도 여주시 흥천면 상백리 150,2026-03-11
4167032021100440001,경기도 여주시 흥천면 복대리 44-1,2026-03-11
4167032021100640000,경기도 여주시 흥천면 복대리 64,2026-03-11
4167035022102760021,경기도 여주시 대신면 당산리 276-21,2026-03-11
4167032022101580000,경기도 여주시 흥천면 계신리 158,2026-03-11
4167032022101600000,경기도 여주시 흥천면 계신리 160,2026-03-11
4167032022101890003,경기도 여주시 흥천면 계신리 189-3,2026-03-11
4167035036105800003,경기도 여주시 대신면 보통리 580-3,2026-03-11
4167035036105610002,경기도 여주시 대신면 보통리 561-2,2026-03-11
4167035039103110001,경기도 여주시 대신면 양촌리 311-1,2026-03-11
4167035039103110003,경기도 여주시 대신면 양촌리 311-3,2026-03-11
4167035039103110004,경기도 여주시 대신면 양촌리 311-4,2026-03-11
4167035039103120000,경기도 여주시 대신면 양촌리 312,2026-03-11
4182032527200810047,경기도 가평군 청평면 삼회리 산81-47,2026-03-11
4182032527100840005,경기도 가평군 청평면 삼회리 84-5,2026-03-11
4182032527100840004,경기도 가평군 청평면 삼회리 84-4,2026-03-11
4182032527100840011,경기도 가평군 청평면 삼회리 84-11,2026-03-11
4182032527100840010,경기도 가평군 청평면 삼회리 84-10,2026-03-11
4182032527100940003,경기도 가평군 청평면 삼회리 94-3,2026-03-11
4182032527100940011,경기도 가평군 청평면 삼회리 94-11,2026-03-11
4182032527100940007,경기도 가평군 청평면 삼회리 94-7,2026-03-11
4182032527100840009,경기도 가평군 청평면 삼회리 84-9,2026-03-11
4182032527100840003,경기도 가평군 청평면 삼회리 84-3,2026-03-11
4182032527100840012,경기도 가평군 청평면 삼회리 84-12,2026-03-11
4182032527100940010,경기도 가평군 청평면 삼회리 94-10,2026-03-11
4182032527100940009,경기도 가평군 청평면 삼회리 94-9,2026-03-11
4182032527102710004,경기도 가평군 청평면 삼회리 271-4,2026-03-11
4182032527102630000,경기도 가평군 청평면 삼회리 263,2026-03-11
4182032527102640008,경기도 가평군 청평면 삼회리 264-8,2026-03-11
4182032527100840006,경기도 가평군 청평면 삼회리 84-6,2026-03-11
4182032527100820011,경기도 가평군 청평면 삼회리 82-11,2026-03-11
4182032527101020007,경기도 가평군 청평면 삼회리 102-7,2026-03-11
4182032527101020002,경기도 가평군 청평면 삼회리 102-2,2026-03-11
4182032527103030003,경기도 가평군 청평면 삼회리 303-3,2026-03-11
4182032527103030002,경기도 가평군 청평면 삼회리 303-2,2026-03-11
4182032527103030005,경기도 가평군 청평면 삼회리 303-5,2026-03-11
4182032527103030012,경기도 가평군 청평면 삼회리 303-12,2026-03-11
4182032527100840008,경기도 가평군 청평면 삼회리 84-8,2026-03-11
4182032527104680016,경기도 가평군 청평면 삼회리 468-16,2026-03-11
4182032527100850012,경기도 가평군 청평면 삼회리 85-12,2026-03-11
4182032527104680015,경기도 가평군 청평면 삼회리 468-15,2026-03-11
4182032527105890000,경기도 가평군 청평면 삼회리 589,2026-03-11
4182032527100840001,경기도 가평군 청평면 삼회리 84-1,2026-03-11
4182032527102170001,경기도 가평군 청평면 삼회리 217-1,2026-03-11
4182032527104680005,경기도 가평군 청평면 삼회리 468-5,2026-03-11
4182032527104680003,경기도 가평군 청평면 삼회리 468-3,2026-03-11
4182032527102710047,경기도 가평군 청평면 삼회리 271-47,2026-03-11
4182032527102640001,경기도 가평군 청평면 삼회리 264-1,2026-03-11
4182032527100850013,경기도 가평군 청평면 삼회리 85-13,2026-03-11
4182032527103960001,경기도 가평군 청평면 삼회리 396-1,2026-03-11
4182032527100840007,경기도 가평군 청평면 삼회리 84-7,2026-03-11
4182032527104700013,경기도 가평군 청평면 삼회리 470-13,2026-03-11
4182032527103030010,경기도 가평군 청평면 삼회리 303-10,2026-03-11
4182032527102620000,경기도 가평군 청평면 삼회리 262,2026-03-11
4182032527104680002,경기도 가평군 청평면 삼회리 468-2,2026-03-11
4182032527104680004,경기도 가평군 청평면 삼회리 468-4,2026-03-11
4182032527102750000,경기도 가평군 청평면 삼회리 275,2026-03-11
4182032527100850014,경기도 가평군 청평면 삼회리 85-14,2026-03-11
4182032527103960002,경기도 가평군 청평면 삼회리 396-2,2026-03-11
4182032527100940008,경기도 가평군 청평면 삼회리 94-8,2026-03-11
4182032524103490003,경기도 가평군 청평면 대성리 349-3,2026-03-11
4182032524103210108,경기도 가평군 청평면 대성리 321-108,2026-03-11
4182032524103210098,경기도 가평군 청평면 대성리 321-98,2026-03-11
4182032524103210094,경기도 가평군 청평면 대성리 321-94,2026-03-11
4182032524201150006,경기도 가평군 청평면 대성리 산115-6,2026-03-11
4182032524103210072,경기도 가평군 청평면 대성리 321-72,2026-03-11
4182032525103400017,경기도 가평군 청평면 호명리 340-17,2026-03-11
4182032524201100028,경기도 가평군 청평면 대성리 산110-28,2026-03-11
4182032524103210136,경기도 가평군 청평면 대성리 321-136,2026-03-11
4182032524103210118,경기도 가평군 청평면 대성리 321-118,2026-03-11
4182032524103210135,경기도 가평군 청평면 대성리 321-135,2026-03-11
4182032524103210056,경기도 가평군 청평면 대성리 321-56,2026-03-11
4182032526105790001,경기도 가평군 청평면 고성리 579-1,2026-03-11
4182032526107110000,경기도 가평군 청평면 고성리 711,2026-03-11
4182032526100580000,경기도 가평군 청평면 고성리 58,2026-03-11
4182032526105800000,경기도 가평군 청평면 고성리 580,2026-03-11
4182032526100120002,경기도 가평군 청평면 고성리 12-2,2026-03-11
4182032526100650000,경기도 가평군 청평면 고성리 65,2026-03-11
4182032526103810000,경기도 가평군 청평면 고성리 381,2026-03-11
4182032526105830000,경기도 가평군 청평면 고성리 583,2026-03-11
4182032526105590000,경기도 가평군 청평면 고성리 559,2026-03-11
4182031022102460001,경기도 가평군 설악면 선촌리 246-1,2026-03-11
4182031022102460007,경기도 가평군 설악면 선촌리 246-7,2026-03-11
4182031022102460011,경기도 가평군 설악면 선촌리 246-11,2026-03-11
4182031022102460010,경기도 가평군 설악면 선촌리 246-10,2026-03-11
4182031022102460008,경기도 가평군 설악면 선촌리 246-8,2026-03-11
4182031022102460006,경기도 가평군 설악면 선촌리 246-6,2026-03-11
4182031022102460004,경기도 가평군 설악면 선촌리 246-4,2026-03-11
4182031022102460003,경기도 가평군 설악면 선촌리 246-3,2026-03-11
4182025033100800027,경기도 가평군 가평읍 복장리 80-27,2026-03-11
4182031022102460014,경기도 가평군 설악면 선촌리 246-14,2026-03-11
4182031022102460012,경기도 가평군 설악면 선촌리 246-12,2026-03-11
4182031022102460009,경기도 가평군 설악면 선촌리 246-9,2026-03-11
4182031022102460005,경기도 가평군 설악면 선촌리 246-5,2026-03-11
4182031022102460002,경기도 가평군 설악면 선촌리 246-2,2026-03-11
4182031023102630002,경기도 가평군 설악면 회곡리 263-2,2026-03-11
4182031023102660012,경기도 가평군 설악면 회곡리 266-12,2026-03-11
4182031023102660013,경기도 가평군 설악면 회곡리 266-13,2026-03-11
4182031024200030021,경기도 가평군 설악면 사룡리 산3-21,2026-03-11
4182031022200030009,경기도 가평군 설악면 선촌리 산3-9,2026-03-11
4182031022200040000,경기도 가평군 설악면 선촌리 산4,2026-03-11
4182025033100800050,경기도 가평군 가평읍 복장리 80-50,2026-03-11
4182031022200030006,경기도 가평군 설악면 선촌리 산3-6,2026-03-11
4182032527200810006,경기도 가평군 청평면 삼회리 산81-6,2026-03-11
4182025030104440002,경기도 가평군 가평읍 개곡리 444-2,2026-03-11
4182025030104440003,경기도 가평군 가평읍 개곡리 444-3,2026-03-11
4182025030104440004,경기도 가평군 가평읍 개곡리 444-4,2026-03-11
4182025030202620000,경기도 가평군 가평읍 개곡리 산262,2026-03-11
4182025030104460000,경기도 가평군 가평읍 개곡리 446,2026-03-11
4182025030104470000,경기도 가평군 가평읍 개곡리 447,2026-03-11
4182025030104480000,경기도 가평군 가평읍 개곡리 448,2026-03-11
4182025030104410000,경기도 가평군 가평읍 개곡리 441,2026-03-11
4182025030104450000,경기도 가평군 가평읍 개곡리 445,2026-03-11
4182025032100250006,경기도 가평군 가평읍 산유리 25-6,2026-03-11
4182025032100250005,경기도 가평군 가평읍 산유리 25-5,2026-03-11
4182025033100800026,경기도 가평군 가평읍 복장리 80-26,2026-03-11
4182025033103920008,경기도 가평군 가평읍 복장리 392-8,2026-03-11
4182025032100250014,경기도 가평군 가평읍 산유리 25-14,2026-03-11
4182025033104270000,경기도 가평군 가평읍 복장리 427,2026-03-11
4182025034102830010,경기도 가평군 가평읍 금대리 283-10,2026-03-11
4182025034102830001,경기도 가평군 가평읍 금대리 283-1,2026-03-11
4182025034102830003,경기도 가평군 가평읍 금대리 283-3,2026-03-11
4182025033201340013,경기도 가평군 가평읍 복장리 산134-13,2026-03-11
4182025033107700003,경기도 가평군 가평읍 복장리 770-3,2026-03-11
4182025033104260001,경기도 가평군 가평읍 복장리 426-1,2026-03-11
4182025033104260000,경기도 가평군 가평읍 복장리 426,2026-03-11
4182025033104260002,경기도 가평군 가평읍 복장리 426-2,2026-03-11
4182025033104420000,경기도 가평군 가평읍 복장리 442,2026-03-11
4182025033103920003,경기도 가평군 가평읍 복장리 392-3,2026-03-11
4182025033103920001,경기도 가평군 가평읍 복장리 392-1,2026-03-11
4182025033104290001,경기도 가평군 가평읍 복장리 429-1,2026-03-11
4182025033104290002,경기도 가평군 가평읍 복장리 429-2,2026-03-11
4182025033104270002,경기도 가평군 가평읍 복장리 427-2,2026-03-11
4182025033104570001,경기도 가평군 가평읍 복장리 457-1,2026-03-11
4182025034101330000,경기도 가평군 가평읍 금대리 133,2026-03-11
4182025033104570003,경기도 가평군 가평읍 복장리 457-3,2026-03-11
4182025033104560003,경기도 가평군 가평읍 복장리 456-3,2026-03-11
4182025034101340000,경기도 가평군 가평읍 금대리 134,2026-03-11
4182025033104560002,경기도 가평군 가평읍 복장리 456-2,2026-03-11
4182025033104780000,경기도 가평군 가평읍 복장리 478,2026-03-11
4182032525103400001,경기도 가평군 청평면 호명리 340-1,2026-03-11
4182025034201700011,경기도 가평군 가평읍 금대리 산170-11,2026-03-11
4182025034201410003,경기도 가평군 가평읍 금대리 산141-3,2026-03-11
4182025034103300011,경기도 가평군 가평읍 금대리 330-11,2026-03-11
4182025034103300010,경기도 가평군 가평읍 금대리 330-10,2026-03-11
4182025034103300017,경기도 가평군 가평읍 금대리 330-17,2026-03-11
4182025034103300019,경기도 가평군 가평읍 금대리 330-19,2026-03-11
4182025034103300020,경기도 가평군 가평읍 금대리 330-20,2026-03-11
4182025034103300007,경기도 가평군 가평읍 금대리 330-7,2026-03-11
4182025034103300025,경기도 가평군 가평읍 금대리 330-25,2026-03-11
4182025034201410002,경기도 가평군 가평읍 금대리 산141-2,2026-03-11
4182025034201700013,경기도 가평군 가평읍 금대리 산170-13,2026-03-11
4182025034103300006,경기도 가평군 가평읍 금대리 330-6,2026-03-11
4182025034103300004,경기도 가평군 가평읍 금대리 330-4,2026-03-11
4182025034202080001,경기도 가평군 가평읍 금대리 산208-1,2026-03-11
4182025034105700004,경기도 가평군 가평읍 금대리 570-4,2026-03-11
4182025034201730002,경기도 가평군 가평읍 금대리 산173-2,2026-03-11
4182025034202080007,경기도 가평군 가평읍 금대리 산208-7,2026-03-11
4182025033104780001,경기도 가평군 가평읍 복장리 478-1,2026-03-11
4182025033104780002,경기도 가평군 가평읍 복장리 478-2,2026-03-11
4182025033104780005,경기도 가평군 가평읍 복장리 478-5,2026-03-11
4182032527100800007,경기도 가평군 청평면 삼회리 80-7,2026-03-11
4182032527105880001,경기도 가평군 청평면 삼회리 588-1,2026-03-11
4182032526107210002,경기도 가평군 청평면 고성리 721-2,2026-03-11
4182032526103480000,경기도 가평군 청평면 고성리 348,2026-03-11
4182032526107100000,경기도 가평군 청평면 고성리 710,2026-03-11
4182031023107450040,경기도 가평군 설악면 회곡리 745-40,2026-03-11
4182032525103400012,경기도 가평군 청평면 호명리 340-12,2026-03-11
4182032527200810041,경기도 가평군 청평면 삼회리 산81-41,2026-03-11
4182032527200810000,경기도 가평군 청평면 삼회리 산81,2026-03-11
